investment_id,account_id,investment_type,investment_amount,market_sector,interest_rate,return_percentage
425bbbec-72c2-4840-8804-1c194e5c7449,e932ab1c-b292-43b5-9e87-de057495330d,Commodities,4830.86,Manufacturing,10.85,-0.93
88e99217-3742-4cf8-85c7-2e9440a74c99,e932ab1c-b292-43b5-9e87-de057495330d,ETFs,24604.55,Manufacturing,9.18,16.07
00955f3b-e572-42b3-8a47-fd3374cc18e2,e932ab1c-b292-43b5-9e87-de057495330d,ETFs,43854.43,Manufacturing,14.73,14.47
0d570739-434b-4b78-a238-4ebbe984d494,e76ab791-b70e-45d6-85a5-7b7bb6dc84a7,Cryptocurrency,3494.38,Technology,13.03,8.06
13a80272-3ad4-4281-a385-470ff4ab9981,e76ab791-b70e-45d6-85a5-7b7bb6dc84a7,Stocks,32116.73,Retail,1.3,-4.8
984ca172-584b-4eb2-a09b-4014898ca451,e76ab791-b70e-45d6-85a5-7b7bb6dc84a7,Real Estate Investment Trust,40734.48,Healthcare,7.68,1.26
ffb2a518-f8e0-43c7-af92-ab8d8adf1bd8,20a2fee1-915a-4f56-851a-909f2c0485e9,Mutual Funds,30999.48,Energy,8.2,2.73
88996eeb-8fa6-472c-8c47-3733bfc0f5cd,20a2fee1-915a-4f56-851a-909f2c0485e9,Mutual Funds,22360.63,Finance,8.8,1.53
8e4f23d0-5f59-45ec-a5d9-89fd85e9bf82,20a2fee1-915a-4f56-851a-909f2c0485e9,Bonds,25693.93,Retail,2.94,3.71
e000d2b3-7c2f-4f2a-8e24-f676d9ba026d,aa289e94-2f2f-405c-9893-32ed06bd4742,ETFs,46475.08,Finance,7.76,-6.44
944dbb16-4a8a-44de-9a47-61f1878d13e8,915098a2-d939-4b6e-b153-aa7cc1c166b0,Bonds,34187.61,Retail,12.58,17.62
371f1c85-68c5-4d06-9512-38dfb1659a18,13d61d72-c169-493a-994c-66b53da64023,Real Estate Investment Trust,8721.11,Energy,11.62,19.22
609e345f-0128-4f0e-bed3-683912b33a32,13d61d72-c169-493a-994c-66b53da64023,Bonds,33528.19,Manufacturing,7.46,2.32
cbffd133-e96a-4c17-94f4-383db3fbfd55,13d61d72-c169-493a-994c-66b53da64023,Commodities,35925.86,Healthcare,6.12,-6.22
325769f7-cb9d-4def-b0b8-659a698bd605,f20cbcb5-4b66-4931-8bb9-59fcdcdbaa5f,Government Bonds,26275.6,Healthcare,3.56,14.43
20e60a41-6cd0-4278-bc6f-a49ffc53ca85,87833141-f622-4b2d-834b-93b23d03434c,Stocks,6528.11,Finance,10.02,11.6
6bfb4ad7-0791-4eb7-aa59-6aed77f40b9e,2e752313-e0c3-4124-a83d-669dd4221c1c,Real Estate Investment Trust,12738.9,Energy,9.55,-4.83
0c791040-f9fe-4f6b-a9ba-828d3c4fd586,2e752313-e0c3-4124-a83d-669dd4221c1c,Stocks,41414.92,Technology,10.81,19.31
d83bd2cb-b6bc-4280-ac59-82d938d62710,c072fd1e-cb09-4486-819e-3bd35a98306a,ETFs,48629.9,Retail,7.86,-6.88
eb04a84a-1025-4a7d-bc9b-dce269569e73,8e11762b-15dc-4cc9-9e2f-084feb8827bf,Stocks,1558.77,Finance,1.95,2.38
0d406bcc-8815-4b90-8997-e393467ec35a,8e11762b-15dc-4cc9-9e2f-084feb8827bf,Commodities,30808.88,Technology,4.99,9.56
ac86cbe3-02cd-45cc-ab1a-724de6a939cb,36434e98-5e3f-40d3-a0c4-bcf7f0d1629e,Stocks,4432.87,Energy,12.36,3.26
aa194815-d6bf-4ceb-a2c6-2c7fe9a66316,36434e98-5e3f-40d3-a0c4-bcf7f0d1629e,ETFs,47896.49,Technology,5.41,-4.32
5c96fc47-2cc7-469f-91c8-fc24886ad9c0,74a808d5-ccff-4ce6-8ea8-cba759142adc,Cryptocurrency,35956.0,Technology,11.98,4.94
e5f14193-55ad-4a9d-9aaa-56122b22fa62,74a808d5-ccff-4ce6-8ea8-cba759142adc,Government Bonds,23525.9,Retail,7.97,-0.9
051e3f07-c727-465c-9ed8-a947720904cd,3e9e0a75-d0b3-47da-aaf0-5fadb85cc157,Commodities,27312.14,Finance,12.58,17.83
014f07e6-e566-4b55-b970-66f2e6c60368,3e9e0a75-d0b3-47da-aaf0-5fadb85cc157,ETFs,7540.97,Technology,10.07,15.36
294bb687-5df5-4139-928b-d986eff84d7c,3e9e0a75-d0b3-47da-aaf0-5fadb85cc157,Stocks,17228.03,Retail,4.22,17.65
4b76238d-783a-426c-ad54-85d4b7dc3b37,307dac10-ad77-44fb-ad9e-8628ba42a9b6,Stocks,41596.37,Finance,7.08,11.43
0c237daf-1be9-425c-89a7-4c7ca9650fe2,307dac10-ad77-44fb-ad9e-8628ba42a9b6,Cryptocurrency,4677.91,Finance,14.66,7.15
92e77dbc-ed5d-4495-8299-d631ed329f6a,307dac10-ad77-44fb-ad9e-8628ba42a9b6,Stocks,19087.07,Retail,6.31,5.29
14cb5647-4017-40df-a9a3-a7a653b473d6,c7833747-02a4-4d4a-857b-039a2e0fa47b,Real Estate Investment Trust,26033.09,Retail,4.4,-4.53
43d17ef8-9494-482f-8e03-ea73627b40ad,c7833747-02a4-4d4a-857b-039a2e0fa47b,Commodities,3484.8,Healthcare,4.18,7.54
97e7df2a-1b23-456c-ae65-b798f5bcd7d8,a47afa05-0b33-4e14-9572-5de64ad6e5d6,Real Estate Investment Trust,34903.99,Manufacturing,5.69,14.72
ca010e18-f421-46c0-b862-736c3d829263,a47afa05-0b33-4e14-9572-5de64ad6e5d6,Government Bonds,37397.33,Technology,3.38,-9.76
9df3612a-b0a3-419e-81a8-44612b65177e,189587d3-b832-477a-95ae-362dfcfac79b,Real Estate Investment Trust,7817.41,Retail,11.87,12.33
39265678-8fa3-4865-8dab-0c45efb08f15,648109e6-ff77-4845-ae36-27ba7d65feee,Stocks,28059.26,Technology,12.81,8.63
f1bd8aeb-5034-46be-a148-615ce935c45f,648109e6-ff77-4845-ae36-27ba7d65feee,Real Estate Investment Trust,11461.8,Retail,4.74,12.54
1ff61ac7-07dd-4a4c-99fb-5bff6fe20baf,648109e6-ff77-4845-ae36-27ba7d65feee,Cryptocurrency,23439.74,Finance,4.83,11.93
0508df31-0a3d-433d-bb71-902faac807da,0764e04d-7d11-4deb-a8df-848b22b3013a,Government Bonds,19332.84,Energy,10.72,0.65
3f293114-1119-4924-9b47-1aa3bf011005,0764e04d-7d11-4deb-a8df-848b22b3013a,Stocks,43503.56,Energy,0.74,-8.44
36e31510-b1ea-4ceb-a730-48c4dbf528dc,5d09692c-c6cd-40ab-8263-fc6876b0c7ad,Real Estate Investment Trust,8034.3,Healthcare,7.6,17.97
34bb5a31-c529-4e76-9d81-f54053e9ee4d,ab99ef1f-86fc-4cf8-9f39-24c28fb10575,Commodities,21678.98,Finance,1.89,6.36
132c060b-de18-4956-8198-e5c3a0bf1397,ab99ef1f-86fc-4cf8-9f39-24c28fb10575,Cryptocurrency,46032.69,Healthcare,11.24,5.94
d4975c58-1241-497d-a434-7cca44f1b01d,1f6fab03-59e0-4bc0-999e-23a5f0537a66,Bonds,26954.11,Finance,12.05,10.03
0c0859ee-b8f9-4541-bf69-2ac9b69e15ed,14f0444d-1c8c-4683-b6d9-343eda972fee,Cryptocurrency,41340.18,Retail,14.69,13.64
032935aa-e0bd-457e-972e-726a2545ac3d,14f0444d-1c8c-4683-b6d9-343eda972fee,ETFs,32341.76,Finance,12.37,-0.95
fe33a45d-2eae-46ed-8b38-ade5ae595898,fe8e4706-7109-4902-a329-576b3666d147,Mutual Funds,30191.04,Retail,1.86,-2.75
ccb98a6a-193a-479c-9182-82b88da1391c,fe8e4706-7109-4902-a329-576b3666d147,Stocks,47884.11,Finance,2.69,6.79
d2c99029-2906-443a-a643-4a2e3c416d44,5d41610b-a251-4627-a56d-1b16626bd386,Bonds,5886.52,Retail,8.56,-3.94
673d7431-2080-4e37-a819-98dc00db5e56,cb465dd1-a0dd-479d-9823-5d66105672a1,ETFs,14414.69,Retail,10.41,11.67
83bcdcdb-84ae-4278-8e07-4eb52d34e85d,cb465dd1-a0dd-479d-9823-5d66105672a1,Real Estate Investment Trust,29355.41,Retail,4.88,3.97
5f1544aa-d8fe-4166-98a2-cb8cf5bfe890,38c9e758-34ae-4ddb-aba0-a18ea94e74ad,Real Estate Investment Trust,14450.16,Retail,7.93,19.48
f5b216e9-dd56-4e62-99b9-bc564eb47d04,38c9e758-34ae-4ddb-aba0-a18ea94e74ad,Bonds,36306.82,Technology,6.09,-0.6
7656b275-352b-4d48-b7ba-3c812cfde75c,da42108e-560a-4c18-801b-5a8f41622fc9,Commodities,24083.28,Finance,9.6,-2.79
24059136-93ef-48ab-8148-0725dcc4e91f,da42108e-560a-4c18-801b-5a8f41622fc9,Cryptocurrency,26785.24,Manufacturing,12.44,17.63
0f12bc8b-f82a-4ddb-95ab-882e3f3992ff,62ced5b1-c0ed-41ef-b8bf-51067378bfff,Real Estate Investment Trust,30821.66,Retail,6.69,5.37
1dd1004d-8ed7-4a03-b512-ec682f5d73be,62ced5b1-c0ed-41ef-b8bf-51067378bfff,Commodities,47280.49,Technology,9.3,17.13
b0a0a21b-d526-4e3b-923b-993a5b979de8,62ced5b1-c0ed-41ef-b8bf-51067378bfff,Commodities,19510.0,Technology,14.95,4.34
6d7a6fbb-ad79-4d62-932a-607c666b9c15,796a8012-b98f-447c-96c2-b7316755c080,Cryptocurrency,42506.18,Technology,9.11,6.56
6df84aa1-2414-4db4-b6df-24a85089c4bf,796a8012-b98f-447c-96c2-b7316755c080,Cryptocurrency,18693.66,Technology,8.8,18.49
00deb6b4-9152-4192-ada2-eb15650e460e,64aeed91-7cd9-4e94-a160-aa31034dc3cb,Bonds,38171.07,Healthcare,12.37,11.21
e53fc483-b53b-40fc-91f7-c5d16e828597,023427d7-3df4-4e73-b0c9-6fe4d2be37f9,ETFs,40892.26,Energy,8.15,-8.56
138612f3-82b4-42d2-bcdd-10ec5dafe576,023427d7-3df4-4e73-b0c9-6fe4d2be37f9,ETFs,24170.02,Manufacturing,13.79,-6.31
fe69df5e-e7b1-4b33-ab89-0dd611a218fb,023427d7-3df4-4e73-b0c9-6fe4d2be37f9,Real Estate Investment Trust,29755.71,Healthcare,11.53,0.12
dd37fdd8-11a2-47e6-a564-f5f2f11da38e,8479e800-1c12-430d-a9a0-038d6db18b3d,Stocks,18510.29,Healthcare,1.96,16.27
83b62d1f-2ba0-4365-b548-10d7cda423b7,8479e800-1c12-430d-a9a0-038d6db18b3d,Stocks,14628.45,Energy,6.1,15.35
6036eb2b-6fcf-4b16-a705-56cde4d5c5eb,b59fad10-9096-40da-a39c-91c2a09decc1,Cryptocurrency,34726.07,Technology,6.38,4.4
1dd427d8-8741-4acd-8a57-db42bc2a7a4e,149d7237-ff38-4589-a701-98c4bf5e450b,Government Bonds,40692.83,Finance,3.38,-6.0
a0ee3770-1671-4293-9f3e-ad6de5163c74,149d7237-ff38-4589-a701-98c4bf5e450b,Mutual Funds,42087.97,Energy,0.82,10.57
01246186-1d4b-4b23-a95c-fb1ec0064604,149d7237-ff38-4589-a701-98c4bf5e450b,Bonds,42988.71,Technology,7.92,8.29
fca1a2f8-c358-4584-ba53-d10f6fbbeb8f,920fd067-eb64-420a-b7fe-e7a2d48beaf7,Cryptocurrency,6183.69,Finance,14.01,19.31
bbb15db1-68e0-47fd-b373-73bd3efd4ef2,920fd067-eb64-420a-b7fe-e7a2d48beaf7,Real Estate Investment Trust,2966.61,Finance,8.41,7.44
6050a2f6-de9d-4973-b21a-f509b9f226f9,920fd067-eb64-420a-b7fe-e7a2d48beaf7,Cryptocurrency,11677.74,Healthcare,12.98,0.55
15475411-3be0-431d-8a17-346ed6c49ca5,88d78575-8a9b-42f4-9be9-a0f6ad9cd288,Cryptocurrency,44870.28,Energy,6.88,-8.51
9f7f91ff-f96d-4b0c-b153-968aaf050658,88d78575-8a9b-42f4-9be9-a0f6ad9cd288,Mutual Funds,2531.01,Manufacturing,5.58,14.14
1e955bb8-2f3c-4b19-8549-ec381f10d8a7,88d78575-8a9b-42f4-9be9-a0f6ad9cd288,Bonds,9876.71,Finance,7.64,-9.09
887e8ec2-8965-4067-9b96-139f94632717,9441daa9-6363-4705-ae22-3715ec5392fe,Mutual Funds,14339.35,Retail,10.93,16.11
f7b7142e-fa00-4517-a26e-54b1e224192c,9441daa9-6363-4705-ae22-3715ec5392fe,Real Estate Investment Trust,44845.45,Healthcare,13.33,3.25
3b2fff13-cb87-4b57-aad5-ce9b3cc159a0,cb4f76c1-aaba-4d13-b720-fc6be47b9580,Real Estate Investment Trust,37447.05,Healthcare,6.12,-2.31
963b1b30-fee0-4f18-9220-0afe76eebef0,cb4f76c1-aaba-4d13-b720-fc6be47b9580,Mutual Funds,10089.38,Retail,9.39,14.62
80d3be70-7219-4505-bb39-eb91b5ed7098,cb4f76c1-aaba-4d13-b720-fc6be47b9580,Mutual Funds,17017.52,Energy,1.91,10.16
d9aaffb2-a4de-4453-97c7-eff84e461f28,4fc58833-ae1a-4cc0-8783-a24beed9971e,Commodities,18971.44,Technology,5.03,-7.12
61fbe6eb-0f22-4cc6-aa5f-fae421b74e90,4fc58833-ae1a-4cc0-8783-a24beed9971e,Mutual Funds,20024.91,Healthcare,12.54,4.64
9fe2ec3e-955e-48be-8511-988607abf7c0,4fc58833-ae1a-4cc0-8783-a24beed9971e,Commodities,19542.97,Healthcare,0.6,-0.01
7a324f2a-1ac1-4726-8d92-d067d42ebe42,31e3c3df-712a-4892-8abf-01d4f4b42ff5,Commodities,4993.18,Finance,4.65,18.0
a4906e60-aafe-4973-96bc-7ce653edd0d5,60f1c1d8-4b69-4693-a1d9-8566d6e873f8,Government Bonds,3339.14,Technology,10.29,-2.98
514ae56a-90e5-4a63-abfa-ef6687bfa4f0,60f1c1d8-4b69-4693-a1d9-8566d6e873f8,Mutual Funds,4322.06,Finance,13.5,-7.01
c721f4b4-2a89-4963-bdb1-a838ec20aea3,1f154e6d-ea67-45c3-9e6f-6081eceaaa68,Commodities,27165.48,Finance,8.93,11.92
b4ee34e5-6fc6-4531-b5bb-a8d54cb63c11,1f154e6d-ea67-45c3-9e6f-6081eceaaa68,Stocks,20496.9,Technology,14.59,11.45
fba5a16d-e08e-4abc-966a-42ef5909cc3d,98aca040-2415-46d9-88e6-46e2e43d2973,Commodities,33728.58,Finance,7.13,-5.96
02fcd466-bc5f-42f4-bef2-a977983c5477,8cdd6fc6-a1d7-4600-8992-59419744557d,Cryptocurrency,16741.37,Healthcare,5.83,16.46
c01c5f67-d6c1-4bf1-b888-92255611ffc2,8cdd6fc6-a1d7-4600-8992-59419744557d,Stocks,45404.03,Retail,1.16,1.88
ca510fdb-7337-4b96-b630-e82e1a40748e,8cdd6fc6-a1d7-4600-8992-59419744557d,Mutual Funds,15126.76,Technology,4.27,4.37
63fac360-b877-4ccd-ae76-efb68eb33860,40570a6d-601f-491a-99f7-b24e51ccb1e6,Real Estate Investment Trust,5646.92,Finance,7.03,-5.45
0cddcd53-9d2b-4f49-88af-30eca1f302b1,40570a6d-601f-491a-99f7-b24e51ccb1e6,Mutual Funds,3091.64,Healthcare,4.13,-5.74
2be6b461-26a0-4438-b12e-3a39f78ef2bb,36ce59f3-b7ef-49fb-b9e7-ea84cfec835d,Government Bonds,16424.91,Manufacturing,3.24,2.45
45fabcc7-b232-4685-aeca-ee51a93374dc,98128212-e743-4492-b64e-2722775558ad,Government Bonds,27472.57,Manufacturing,3.11,-5.2
48d0b6c0-2b7e-446c-9326-9830186e5d20,98128212-e743-4492-b64e-2722775558ad,Government Bonds,36078.61,Manufacturing,12.71,-5.55
f185c2e3-0ac6-4627-bda8-6999a960db2e,98128212-e743-4492-b64e-2722775558ad,Government Bonds,32630.72,Energy,2.97,2.7
1284d426-d948-4979-8391-e5707fc86e57,7dd7ba73-bfcc-45fd-ba68-962ee10060f9,Stocks,24696.38,Healthcare,13.9,-7.2
13c3ef3a-5530-463d-9559-7301f840afa0,7dd7ba73-bfcc-45fd-ba68-962ee10060f9,Real Estate Investment Trust,11402.58,Energy,5.93,-2.21
eb0c2783-065e-4767-9a5b-aae18a8e1a02,e0074be7-312c-4cbd-84f6-84dd899d7d0f,Bonds,38656.4,Technology,7.1,-3.85
0c4b0967-0479-469f-9109-5f59cec5b0e7,e0074be7-312c-4cbd-84f6-84dd899d7d0f,Bonds,41696.24,Finance,12.36,11.83
14c00647-1e48-4914-9813-b94898aae694,e0074be7-312c-4cbd-84f6-84dd899d7d0f,Mutual Funds,37055.88,Retail,10.5,-3.92
1488c575-99e5-4cc2-9025-d4e1ab34c7c8,c98b2909-763c-4a21-bab6-2a89bcb12693,Government Bonds,38565.09,Finance,2.6,-4.73
6a2fce06-457d-4b11-bc22-b9ea260d204b,18328952-3ec1-46d1-b262-7cb5a78ae768,ETFs,32043.33,Energy,8.23,-6.15
abf39214-96ee-4570-a2a0-fa2413fa35c7,18328952-3ec1-46d1-b262-7cb5a78ae768,Government Bonds,11536.16,Technology,7.98,17.53
15a0fe18-e06f-47fd-9b91-656a0c350835,18328952-3ec1-46d1-b262-7cb5a78ae768,Stocks,4306.21,Technology,1.89,18.26
00cb88f2-f9f1-4a2d-99cf-90ba30d4980c,420764ae-ec9e-4404-baa9-f313d58122d6,Commodities,36906.45,Technology,12.91,-1.67
a8497425-dfab-45e8-82d1-07c7189763c7,420764ae-ec9e-4404-baa9-f313d58122d6,Government Bonds,5612.58,Healthcare,13.53,7.58
36f133d6-4bfc-4a26-89cb-18e3f4aa0abd,420764ae-ec9e-4404-baa9-f313d58122d6,Government Bonds,22844.45,Retail,11.32,6.82
1088ed31-7c8b-415a-8680-18b17f068b2a,1712203f-9156-468c-b09b-e199aa999758,Real Estate Investment Trust,42769.83,Technology,11.48,-5.94
95d4339b-6f3b-4b6d-bc9a-b5bec9d2ef24,e903c5c1-ff1a-48ac-876a-2f49f7a87295,Cryptocurrency,11872.96,Energy,13.9,8.35
ef17b5a4-6871-4efa-8f3b-652ef96b4f0a,e903c5c1-ff1a-48ac-876a-2f49f7a87295,Stocks,49357.3,Technology,10.26,9.37
7f954520-75a2-42d2-a0de-399a2a01e5e7,e903c5c1-ff1a-48ac-876a-2f49f7a87295,ETFs,4077.92,Retail,11.63,-7.07
fd162054-bb21-4db6-bbbb-81f857d330bb,b1218406-6c1b-4db3-8ee5-b29deda6afb1,Government Bonds,36662.53,Retail,3.57,4.15
7d845273-438f-4884-8cd1-6a0060967878,7e9451b7-531d-4438-87f2-e53bf915f4ba,Commodities,32350.18,Energy,9.01,4.17
9a63cdbe-bc60-4f65-a60b-97c2a298e8d7,7e9451b7-531d-4438-87f2-e53bf915f4ba,Real Estate Investment Trust,6185.3,Energy,10.03,-6.6
b24b7284-9187-4b05-9b2b-145eee855aa0,a2cbe5c0-2e6e-425e-81bd-c61413f48417,Real Estate Investment Trust,10759.71,Retail,12.02,16.98
babca9fa-a202-4248-bb7d-f6e1a7cd2d8a,5ba351d8-f728-4ce7-a4a9-f02e25817f9b,Real Estate Investment Trust,31438.52,Retail,14.32,8.27
d20f8dc9-14b7-4d9f-8ce6-0be5af27cc2a,5ba351d8-f728-4ce7-a4a9-f02e25817f9b,Cryptocurrency,10198.09,Technology,8.39,-1.49
6cd1884d-5343-453d-a709-7b0c93035d06,5ba351d8-f728-4ce7-a4a9-f02e25817f9b,Government Bonds,1199.41,Manufacturing,11.69,-5.1
55674dc5-3ca7-4c23-a4e8-dca51c8efc08,09ffbb3b-ccab-42cc-8b71-c2498a695f7c,Government Bonds,41007.49,Healthcare,8.7,8.86
434f8ab1-3a98-4fd1-b7de-af941bab5250,12e2b41e-de1d-4561-b406-9c179ddb71af,Real Estate Investment Trust,49964.06,Finance,11.67,-9.81
e0da2b9a-b3d8-47b5-805b-0116e8e8a1b7,12e2b41e-de1d-4561-b406-9c179ddb71af,ETFs,48922.16,Technology,12.88,11.15
35697ec2-e42b-4a5a-9d60-abb0f21bc7e3,474e962f-44d2-480b-be3a-a361c862c874,Mutual Funds,29827.79,Finance,0.98,-9.13
718f7b7f-6cc3-4029-90c6-e047600f8087,8816e310-43bb-4f8e-96b6-9e0ddccd3b86,Stocks,40732.71,Retail,7.81,-4.08
3629d5b5-2677-41f2-82d2-c8cc11538c22,67ed4caa-aa07-4d02-9804-e52090a4d698,Government Bonds,42425.06,Finance,7.24,-6.78
aa571bea-5090-4204-9253-14fc6a8ad672,67ed4caa-aa07-4d02-9804-e52090a4d698,Cryptocurrency,23959.78,Finance,2.92,6.4
f698589c-f4d3-4ef0-83a9-6546b62eafa7,e24d0f7a-78ab-43c8-a833-96ba7e25cade,Stocks,24692.9,Finance,0.64,6.06
cecbf6e4-8b7d-460b-854d-427d994bd514,6882ce01-a8c3-4168-9563-a5c8e4c81e7b,Mutual Funds,38414.79,Manufacturing,1.82,-3.45
7af66598-09c1-48f7-b992-9055ecb62406,6882ce01-a8c3-4168-9563-a5c8e4c81e7b,Mutual Funds,46033.73,Finance,14.34,5.11
cf6c1ba1-2be5-4dfa-b09d-3c9e4b6203fa,d117245e-5568-457d-a7ef-ce853cde4c47,Stocks,9028.87,Energy,12.02,6.86
5f7adcbe-3d22-4eb9-b495-f7bfeddf5a6e,d117245e-5568-457d-a7ef-ce853cde4c47,Bonds,16245.46,Healthcare,10.79,1.51
