transaction_id,account_id,transaction_type,transaction_amount,currency,transaction_date
172dfe0d-4991-49ca-b1fb-9f9161fc32a2,d5b5fb1b-4d3d-4bac-b557-5ed14985536a,Deposit,1923.55,ISK,2023-05-27
66ec94bd-2146-47fa-b300-73ee496d9a01,c07e9d8f-60de-43bb-9a24-110a6f8f8095,Purchase,6511.24,VND,2023-07-10
00689fd0-0c75-4782-a412-a3dc7671da16,1c2902cb-fcb5-4923-892f-1f4e88bb5082,Dividend Reinvestment,2445.21,TWD,2024-06-16
a04aafb0-bd39-46e4-9f6d-292a89ab21c2,740ea737-9ccd-4aab-890e-90611ab7ce92,Deposit,2792.9,TND,2023-03-23
a1c7930a-8ba0-4789-ae38-7789dc3d0184,ef94d4ba-a090-4bb1-bc84-e73040df61f4,Sale,2818.14,AFN,2024-11-29
7d7b22b7-e44f-44c8-b11f-cf3b450fcde2,3da4da27-f02f-469a-b856-5322f09ee884,Sale,9252.8,KHR,2024-02-19
857cc9aa-96bc-4995-947e-75e0d8ef9248,83c3bbf0-cfea-4841-9d24-d68fbcba4f31,Purchase,876.64,EGP,2024-07-19
b3d26481-e8b4-4ff8-81dc-4bd0a78f4a62,cfccea83-3407-4539-bced-0fe439ae22dd,Deposit,7308.44,GTQ,2024-03-15
77552943-d865-4894-bd73-e0b1938c038a,278a9a4b-790b-4c28-a766-fcc229394491,Withdrawal,3634.74,DJF,2024-11-10
c2031708-a20e-4b9d-a6f5-56164350c8ef,65483c70-60af-4fca-abc7-a3f05a184854,Deposit,5137.64,JOD,2024-12-02
9ae1c577-9c0a-4e75-a3da-3a167c3e600d,d2e9b6cc-d695-4bf6-b98e-e98a449929aa,Withdrawal,5357.82,BAM,2024-04-03
00cb3ade-9018-483d-b24d-0c819248b6cd,f2f4ad5f-e2e2-43d1-ba60-f9e5faf84790,Dividend Reinvestment,3684.29,XPF,2023-12-23
871aff6a-5979-49b5-97ea-4bb2ee9e69e0,c119a268-15a2-4215-8096-e4cd93a06298,Deposit,8414.75,SHP,2024-02-20
57b1dbb1-64f2-4b44-832d-6a029e8e8fcc,8816e310-43bb-4f8e-96b6-9e0ddccd3b86,Dividend Reinvestment,254.79,BZD,2024-11-16
b34a35d3-f28a-4dab-af5d-0a441af0683b,e8161628-e22c-4397-9498-2bbcaead41ee,Transfer,8969.63,ILS,2023-11-29
6ffedb06-a12e-47d5-8878-01f0ba600b5c,169d0f0f-b606-4596-8d05-b84afa4f800b,Sale,9722.42,TWD,2023-03-28
b1698f26-f186-4872-9ba0-c1410148a9c4,b4b90c14-dc5a-4fae-9242-5fa85cb00664,Deposit,2723.73,HTG,2024-04-04
25ff7290-65c5-440f-92cf-bb89cfc29456,c52daba6-dc8b-44e3-bbf6-d943209c9e88,Transfer,8546.67,QAR,2024-08-23
095192fa-e007-4749-bace-850b9fab6d1e,533d2b4b-88f6-4fdf-973e-919753fc37e2,Deposit,6858.62,SRD,2024-11-23
5b2fbfb1-a863-4870-bb75-5dea590c1387,64aeed91-7cd9-4e94-a160-aa31034dc3cb,Deposit,5489.74,LSL,2023-12-29
cb3f8dfe-157c-45ae-b5ee-e26243f470d9,48a645f6-6117-48c6-913c-1df3b239ab06,Dividend Reinvestment,8701.65,KRW,2024-09-20
4f1b6f89-226d-4de0-9e72-8c2115cb1bda,638ee6cb-a8ee-4752-b34e-acfa78762c1c,Withdrawal,7676.52,TWD,2024-03-12
44b1631b-6660-4b9f-aeac-283db0e233f5,37758452-8759-4768-b5d1-c6108b02ecc8,Purchase,9504.74,TND,2023-10-21
fa719dfe-251a-4e07-b3b1-1d90b79b23d4,a7186863-e0f4-44fc-bef4-484eae8a819b,Transfer,8674.26,TVD,2024-01-07
56107595-ef51-4dad-a2b3-0dfab4a87d28,15e62dae-51e8-4ad7-89c0-30526016569e,Withdrawal,2367.16,CLP,2024-03-23
2287216f-7af9-4a2d-bd6b-90ccc3310b81,1cefb766-79c9-4ebf-b32a-eeb18638d802,Purchase,8946.62,BWP,2024-02-24
6d610939-45c2-46f0-b540-8b3cafd41e2d,cfe8deac-5c9d-451a-afc2-bf626fbfe7d7,Sale,568.42,MWK,2024-03-29
634081a0-2f8f-492a-b1bc-442a4e62953e,507607e6-91cb-4152-81b5-03219851efba,Dividend Reinvestment,4611.91,DJF,2024-02-15
2ac2bdc8-9be8-454b-9ef7-962e527b2fec,aa5f3d4d-b595-416d-b246-eb41e75cc85f,Transfer,6665.5,SRD,2023-12-09
c209640f-74d5-4818-a3df-160dffff452b,db60e9b7-5aab-4bac-9ab3-2a05ff42d45e,Purchase,149.8,CLP,2024-01-09
618fdf43-a1fa-4c10-bd17-fd441e1726a8,eef76ac7-b842-45c5-a41b-794649c4a983,Withdrawal,6724.73,KMF,2023-06-05
ce368595-e47b-4801-97f0-eba4ae49ac16,8db9cac5-270f-41aa-839c-1be04a6665ce,Deposit,1481.14,MWK,2023-09-05
a302b1ea-162a-4f15-84e3-e6e5e5735964,d7a71cf4-4f01-489a-8635-7f7303b22478,Sale,9541.31,SPL,2024-09-13
699daa9a-48e6-40de-a2fa-34b39bffcd6c,be3077d8-a74a-4aa5-9ef4-ac6607d469d1,Purchase,7457.12,BWP,2024-02-16
438ca7bf-5304-4673-9400-17b98b01daa3,95662d4d-30e0-4797-ae77-8f5f16d07880,Purchase,4885.31,BOB,2024-07-17
cdf2bfd2-437b-4f91-a902-6e6822eaafab,30432da8-3638-49c0-991c-7390261a2546,Withdrawal,419.37,MKD,2024-11-21
7ae7e9b0-8738-4bb5-9f5e-7e5f015256e6,bdebb4b4-909c-4a7b-8e99-afa9162f8961,Sale,1034.52,STD,2024-09-23
f85d382b-1278-4e1a-8170-362a4c593ecc,93598f85-64d4-413a-9a2e-687d11ca48ba,Dividend Reinvestment,1615.27,VUV,2023-12-13
b21f5063-69d9-41e6-8f0d-2e85f4eddd97,2eaf6323-0e08-468b-9cfe-91c39a107f9c,Sale,6812.27,VND,2024-08-07
60f824bf-9db6-411c-92c5-fbbaacb504e1,46968454-45fc-4040-a82d-0bd555cc0073,Withdrawal,2403.94,HNL,2023-06-27
bdd4022f-d483-4696-8828-f6faad709665,c5b35594-e47d-4f21-a2d1-db76fdfdc03f,Withdrawal,1468.64,XOF,2023-02-10
692d0845-54fe-444e-857b-e2b11d0635b2,acbf4ecd-fc6f-4afe-a33f-b7ea3698aa61,Dividend Reinvestment,9384.19,BZD,2024-10-24
5b2c1a6e-b792-4c60-afee-c29ec795caa5,0a3b31a5-d6a1-4acf-82ee-61bd57cfe14e,Deposit,7060.9,MWK,2023-12-07
21876338-8017-44ff-b5ba-5a73f8d6b415,2115b518-49b2-4c87-ad51-a108e82492d2,Deposit,4958.22,AMD,2023-07-06
1df99874-8fcb-409c-82f9-1c1e9769ef2f,612fca1d-6e3d-4917-8fcb-7459a2eda5b9,Deposit,307.3,DZD,2022-12-25
1feb8f71-a519-40ee-91f0-733d76977381,efddf990-7293-4737-b622-b72639187935,Deposit,1846.67,ANG,2024-01-04
89d73322-9869-4a6c-9327-298f0dc6c677,a2cbe5c0-2e6e-425e-81bd-c61413f48417,Withdrawal,4750.37,TTD,2024-02-14
c0d19176-37e9-454e-822a-44643cbb20b3,cd9af12b-7057-47b6-aedb-47024acce7e4,Transfer,2005.61,AZN,2023-11-04
b7bdbca5-9cd3-49a7-8322-bce1e67fa3d5,52276abf-2982-4c1f-9e6c-2b4e0d5a0a05,Transfer,8129.27,SEK,2024-11-22
7308928d-89ae-43bb-82d4-9aed5684c3d1,47198c34-ba32-47bb-8b31-147096cc44d4,Purchase,9406.8,TJS,2024-04-22
80b64e99-e489-4dd2-8406-99e6a1887e5b,e0922adb-3ac5-4f24-aeb9-bcc1b1012659,Purchase,608.78,SAR,2024-01-23
c2a8f72a-0ccb-472f-8ac9-d56a4b6ad603,fb48d6ef-0539-43e8-93b5-090e211a872c,Sale,2746.65,AOA,2023-08-27
f96bf6bf-27b1-4e6d-93ef-fad994e05089,46c0843b-bd47-4586-b668-937a45402126,Deposit,1427.94,NPR,2023-11-13
25cf1b51-3d48-4a50-ad94-859cf5b5342f,5e2c4040-2d07-4f24-86f9-c06ae85dbbfa,Dividend Reinvestment,7566.73,CVE,2024-10-27
d67cb0d5-85df-4cdc-8be3-69d16606dadb,f842dde6-ab0e-4594-89e7-ced49674ee50,Transfer,4525.11,FJD,2024-05-27
679157bd-584a-41d2-8948-875348e0f855,c6286b6f-ac42-4aef-ad13-76fc6470da87,Transfer,1302.68,DKK,2023-07-26
18fbb96b-5fa1-441d-85eb-53afc132a63a,dfd6d735-5eec-4c36-b371-07f55e578225,Withdrawal,2007.75,YER,2024-10-27
ccd84c5a-55ca-4e1d-a978-9256ea2a2c45,b4e134fe-9b86-43ff-83bf-7a8c76262ac5,Deposit,2925.43,PYG,2023-07-08
2462fad6-1d47-4cf3-aea0-8eae795ba7d6,4c440bb6-609d-464d-90e3-c56309ba6a0f,Sale,9142.09,MXN,2023-09-07
b25592c4-42ee-41b7-9e71-9d6dd565a796,037a5604-a50b-4cae-85cf-90963f46aee1,Sale,910.94,UGX,2023-09-15
8f2b0848-74a6-48af-9f67-a21615289470,4c590224-75f1-4d6a-ac63-ec5007ce55ba,Deposit,6036.3,PKR,2023-08-06
62e555e6-e263-49ac-9b2b-99444b388b11,e3d78ce1-e5f1-4407-af15-eb537f0c7968,Transfer,2299.58,BOB,2024-11-25
a42cec2d-4a51-45b5-ab3b-ef9b3b8a6272,4b5e8bc8-feb6-487e-98f3-fefd58ddbcd6,Transfer,9528.33,COP,2024-01-07
bae4acdc-2425-42b1-967c-83847262276b,ef832566-5cac-4802-937e-6f0b2c1084a4,Dividend Reinvestment,8952.63,GBP,2023-02-17
44901645-caa4-4f83-a51a-789fee3027cf,979f06ac-9f89-46e6-a2e7-121e486ea1b8,Sale,9785.2,KMF,2023-05-07
2f57f043-ac20-4b07-87ca-27559c5bc638,c60fae9c-7c3c-4276-9ae2-9252b8bb30b4,Sale,4229.49,PKR,2023-11-25
6ea37692-a5c9-4d22-b62a-af4d363e03a0,440a8094-2042-476a-8100-ac22075b0bd1,Purchase,9209.39,SCR,2023-12-30
15f7c796-4b4c-4c60-a369-55cfda13e45f,7fdadab6-ddc4-4c08-b92f-654b7f7b77a7,Deposit,4753.65,PEN,2024-05-10
d2c0b010-afff-4e5f-8afa-8fa3fd0e9637,b5ab361e-fa10-4b04-82f2-8330732dcf3f,Sale,9959.93,BGN,2024-09-03
bc427f6e-6a82-42d7-898d-47027e69dca0,e8aaff16-2412-4aac-911b-e6ee76a8b429,Withdrawal,5644.89,CZK,2023-09-21
8a3728af-aea1-45f7-a5f9-bdc13238bfa3,1a9cf194-6867-4862-9e60-349f41fda675,Purchase,5007.62,GNF,2024-09-29
72af5f46-11fe-49fe-b261-f034a17f635c,4f5db3f7-a55f-4694-86a5-84691c71bbb8,Deposit,4848.91,DZD,2024-01-03
f694f851-628d-4ddc-ba99-7603e265df35,245242f8-08a5-41f0-b30a-fbde914ee045,Deposit,2894.78,FJD,2023-08-15
98fbeef3-45e9-47d4-a7d5-78292e4ec98c,473e28d2-054d-4df1-afe0-90db1721fb11,Transfer,158.9,XCD,2024-02-05
b2eb2737-4da6-4b27-ab31-3ff7a2dee16c,0711e84f-ecb4-4ba1-a14a-f1ef92539e64,Dividend Reinvestment,9915.54,AOA,2023-08-28
197b5a72-e697-41d8-8743-bb5c00f7c4d6,4182e82a-0a37-4c3f-a67b-37529c9e7e82,Deposit,3833.98,TTD,2023-07-27
0f5408c9-8ee4-440d-949f-c3c0ff904751,293fb881-3f47-4819-9f9d-8560b2a1e6aa,Withdrawal,8083.68,KMF,2024-05-29
ec2bdcb6-10b9-4bdb-a30f-695df5daf231,8e11762b-15dc-4cc9-9e2f-084feb8827bf,Dividend Reinvestment,5790.94,NIO,2023-04-04
90a8b6f8-dda3-4f77-be0c-b6bc009c78ec,0e157060-bf64-4032-b8e9-8fd0066658c4,Withdrawal,1494.62,JEP,2024-08-24
4ad14ebc-2164-4a39-ad94-8da3004f70a9,1c72ca17-09c2-446f-a01a-e5cc1cd78dce,Transfer,4669.49,GEL,2024-01-03
faba5aa7-fb36-4705-ad74-486a4cda36f5,1144d04a-9d4c-48cf-a507-91efd251634e,Dividend Reinvestment,2506.58,XPF,2023-02-07
2aae6f58-3ed5-4983-ab03-a2e770b4546f,d51ef26b-3a0c-4081-8ae7-250749b5bfc7,Withdrawal,3355.06,MYR,2024-07-26
b7195122-88bc-4f12-8736-3db93381c42e,69ea87d3-02ad-4de8-8c67-3f7111683b3c,Dividend Reinvestment,7924.29,VEF,2024-06-17
cab7a1c2-df46-4645-8cb2-c1243da0a42a,87160c0d-0fc4-4907-a9d0-742d901be8d9,Dividend Reinvestment,5970.24,CRC,2024-04-23
dcb43ceb-06f8-472d-b970-082be95b7801,61c5a36e-35f8-4fc4-ac03-01ee2185c769,Sale,7957.51,SPL,2023-10-19
e537e57c-f665-442d-8bcb-e18fd24995c1,92623296-cebb-4280-9bc6-02579e8b5e7f,Dividend Reinvestment,8165.19,BOB,2024-02-23
15cef0d1-8f7e-4d3e-a49b-4c71f2768cf4,eb57580c-b849-4649-b8d7-14b61fbee14d,Deposit,8600.1,GNF,2023-07-20
19744cc0-28ab-47d3-9b07-deeaefeedbda,8fbe49c0-db73-40e6-8d63-c3a3a7f883fa,Transfer,1120.25,VND,2024-09-16
b5dc5193-83bf-4482-8c2b-e77ffd02e717,ab848bad-eae7-4cab-9d7e-e95638ed7f26,Sale,3647.84,NAD,2024-08-31
c07fdf54-0aec-4795-baa8-55df76754867,3ffbfdcf-ea3b-4318-9c58-3f84f428bd33,Purchase,7455.78,MWK,2024-02-22
ad8d0f9b-c3f4-4171-8fab-17e1549c1dd4,c119a268-15a2-4215-8096-e4cd93a06298,Purchase,2893.43,ZAR,2023-10-08
b68c7ce8-6d91-443a-bf85-55209fa6e944,1e9ec8bb-7a6a-4aba-9123-76740765a61a,Dividend Reinvestment,3924.42,OMR,2024-04-18
ad9ab630-02ba-41b9-89a7-c03d1cf95fef,beed6f5a-2e48-4fa2-b8f9-c1c8f65910ed,Sale,7277.49,ZAR,2024-06-03
53e49551-28b2-4d64-bc6c-9f22cbe088ba,f4fd7e52-7bfc-49b3-9531-cd184edf1183,Sale,5476.66,STD,2024-07-26
8052525b-3a62-4afe-b464-8ba8770f74f0,60b8412e-f3d8-4b9c-8d09-53a9ddc5ebef,Transfer,810.13,SRD,2024-08-17
88c3e958-4dc3-4a40-a7bb-8d0b7b4ebc3e,1f6fab03-59e0-4bc0-999e-23a5f0537a66,Sale,1052.43,TTD,2023-10-07
6e9850fa-74fb-471c-9591-95d5e0188ae1,780e058d-5c95-41e9-b7ae-4e34d2d74c84,Deposit,2176.27,SDG,2023-10-03
8825dc15-7483-4200-b8bb-b19480b3b734,e903c5c1-ff1a-48ac-876a-2f49f7a87295,Dividend Reinvestment,3545.81,ALL,2023-02-08
7476a4ec-aa6b-44bb-8f20-bd8b003a9296,5758481a-b5c2-4f4e-85b4-13eb041f949b,Transfer,8868.86,UZS,2023-10-11
06a00c96-c6d5-48fc-a50a-30e3fa4ad858,0f4332ca-65ac-4417-ad7d-85d50ecbcf10,Sale,8641.41,INR,2024-03-11
d5826cbd-c1f2-4a33-a3e3-b38189a19490,6d6911fb-d0d6-4836-a4be-e7e105c80f81,Purchase,9179.42,CDF,2023-04-01
ef091835-a877-4e85-bcd0-803274f0dc2e,18ecf537-625d-4a27-ae59-d170ec853b0e,Withdrawal,220.26,FKP,2023-07-01
4ee7c8df-775e-4ed8-aa64-8bd70e10161c,11178bc0-a0e4-4e38-873d-470b2fd6059a,Sale,4962.21,YER,2024-05-21
b08cabbd-85ed-4931-a140-3225f59a30e1,54945a86-e93d-45ea-9317-859c4e35a049,Transfer,6776.8,TVD,2023-06-15
c654b502-3f20-494a-b171-e6e82515d757,b61072de-b475-4370-a9a8-3b9251a8c6a4,Purchase,635.1,WST,2023-04-09
444df658-f0e7-4a09-8c21-883d7af46e77,164b7a4b-5b7e-4a70-9710-80380e0edd5a,Withdrawal,7952.37,SZL,2024-09-30
479abb82-44bb-42e0-91e8-16174a2bd740,f4aa0a0e-bdd2-48a0-b88f-b200cd477fce,Transfer,5403.03,MYR,2023-09-11
23c3cbc5-4f89-4000-8c3a-41f6ce3bddaa,aea451f8-f7e3-4ec7-8781-ae3ca9b80bce,Dividend Reinvestment,1384.75,TND,2024-02-25
d8e6a080-dce3-4609-b4f0-2714fe3ce053,d6dcb2a3-9710-4a07-9569-5edaeaf903e6,Transfer,8624.16,UAH,2023-06-25
0db8585c-8e09-4fa3-9bc7-104c3f00215d,66b52840-86e7-43c2-9d26-825336aaf085,Dividend Reinvestment,8538.36,MAD,2023-05-12
26e5921c-8131-424c-89c3-9f5810812adb,dba09d02-e9de-4d9b-9c62-a1692ecc57a9,Deposit,6189.29,LYD,2023-11-29
49492f03-ba51-4967-bff7-fb833f424daf,e5394b49-bbc0-44f7-a531-b3374c093539,Sale,5646.37,PGK,2023-05-09
641ed113-e98a-4a24-bc41-e4755c98f369,1170469b-ef20-4808-b3a7-f0c9a443f03a,Dividend Reinvestment,4190.13,GMD,2023-04-02
7cb28c73-e698-44ce-ae3c-eab4bff82991,5dc200f8-107b-4dde-af14-0f935ec30dae,Transfer,3077.08,QAR,2023-08-04
0d968f77-3366-4b56-8c05-516a589f1388,a78a6146-5c68-4f00-80de-7ddb84db8e39,Purchase,2372.32,AMD,2024-05-17
e19f3450-8184-43fb-b35f-6818ddcbc7bc,6f4a7898-57e0-47d3-b399-31dc020a92b9,Sale,6512.78,XAF,2023-08-28
ae76e804-ca41-4e7c-bc2e-42e73027a48e,7fdadab6-ddc4-4c08-b92f-654b7f7b77a7,Sale,2591.97,ZMW,2024-07-02
4adee221-5eb2-407f-8c92-9ec566b73f92,bea4a539-c126-4f12-935e-f6e389aa63f8,Sale,2439.6,RON,2024-12-03
5a979da1-63cf-417f-a521-2a1b26b71b15,287ec1e2-a0e0-44e7-b6d5-16ac87cca789,Purchase,6933.96,MAD,2023-07-27
547e6deb-f53f-4051-ab1c-0b816a664b68,d9a8d62e-8916-4749-a921-25c8f08ec2c2,Dividend Reinvestment,897.83,HTG,2023-08-19
8d47b3cd-d21d-4408-8097-290dee904346,ec334a82-4d9f-4595-b62a-0dc4a25db666,Purchase,6295.33,SBD,2023-04-02
8c7a1958-d489-4a64-8201-3cdd330d8360,8479e800-1c12-430d-a9a0-038d6db18b3d,Transfer,4441.34,KES,2024-07-17
72788b3c-fa17-4bb3-92a9-f3626c584899,48de081e-eca1-4b16-9b33-f460a8cb266e,Transfer,2470.53,MZN,2024-05-17
64771c23-6d80-42da-b1f9-34f16205cfa6,e4537de7-cc2c-4ab5-936f-be0cfd38db58,Purchase,1280.44,BTN,2024-09-11
c1f75185-4c2c-4d96-a56f-703edcfa9661,afdacaea-e454-44b4-87de-f38f288758c6,Dividend Reinvestment,1512.97,SGD,2023-02-23
f4097d62-7606-4cd9-bc2f-d4303d177f73,9c5d29a5-8746-4e78-aa4d-45fb707d5ca6,Deposit,4078.84,SYP,2023-06-04
df605907-3b5b-4ba3-afbe-7d790a2f547f,82ba524a-dbd1-4534-8472-7d5874348ed4,Deposit,3634.74,BHD,2024-07-13
91f7795e-40f5-43c9-a967-c16686050732,52f09ddc-4f49-46ea-9fa9-a08a35b0b7df,Dividend Reinvestment,3425.46,MAD,2023-07-09
e3b736b5-861b-476d-a335-4ce95365bea9,fbbc136b-45ed-4d37-803b-87088843fa46,Deposit,3447.46,XCD,2022-12-16
2789118f-7083-409b-95eb-1286929ddc3b,9e230030-7f87-4192-9cfe-79fafcab0ee4,Deposit,4520.09,UYU,2024-04-27
d24ff284-3fe8-489a-ad49-0ca4e616cbe3,dd0dbe58-ca71-4837-bfd1-2ff6841d0b79,Sale,8030.66,GMD,2023-02-26
bfcea35a-d06a-4811-a6b0-15c3ef879a7f,ec334a82-4d9f-4595-b62a-0dc4a25db666,Sale,6799.29,UGX,2024-04-01
414b5768-ea40-4c40-9c82-b793ce551593,98128212-e743-4492-b64e-2722775558ad,Transfer,8091.48,BZD,2023-12-29
02433414-d72d-4e84-aac0-8312919de7e0,7fdadab6-ddc4-4c08-b92f-654b7f7b77a7,Dividend Reinvestment,3633.35,NGN,2023-03-28
873bdf2e-6973-40b6-93e3-bed8f2c5620f,242f242c-5a4f-4245-8c08-e9729c08f661,Withdrawal,8524.83,VEF,2024-05-13
069b8ec0-4e97-494a-b2fb-23806d0b96d8,5e8db792-472f-4f15-a779-59b1e2f68d69,Dividend Reinvestment,4361.5,OMR,2023-10-04
9409fcd8-4b16-4644-9038-7a80a49fdc14,c194f693-d040-462d-b9db-cede2d668e61,Transfer,128.49,XOF,2024-06-20
dc17e4a7-a72f-4415-a136-cc8996b71ed2,9cc197ff-0bf8-4cea-85d5-72796f0ce571,Transfer,9714.18,FKP,2024-08-22
719b0f3b-31f5-4474-a634-7f8bfc7a3836,1c9ab899-9f26-455c-8ea6-0b2418151196,Withdrawal,2800.04,MOP,2023-05-02
ac741ac8-5108-4163-afad-61f38fa4722c,b8c9a55e-34b0-4c86-90a5-f3dc69b2ce56,Deposit,2215.84,UZS,2024-01-06
4999cea6-d619-44bb-ab10-4a4c7eb65538,c3f291a2-1ba9-43e1-8866-176fdcf40ed1,Withdrawal,7493.82,PLN,2024-02-12
9d700c7b-0028-458a-843e-47ca2b52e399,045aae27-cf69-4c96-8a6d-9fbc23a53707,Transfer,8248.37,HUF,2023-07-03
9fdac87d-da3e-4223-afd9-c57c470931b7,54a7e9da-cbd2-4197-8d38-880a6cd7daf9,Dividend Reinvestment,368.08,XDR,2024-02-27
798b3bbd-be24-46de-92ad-5e9417956f9d,f526eb29-dda4-494c-b2d8-06ad64a77b65,Dividend Reinvestment,5654.48,ZWD,2024-03-14
10923413-2229-4214-9248-dba7beeba249,748bfb0a-cd59-4d5f-b522-c66d20c2f625,Withdrawal,4609.1,MUR,2023-07-03
67631ba3-be58-4799-a56d-314d1f159a92,92719588-7e33-4705-a8a3-bc4ba884755f,Dividend Reinvestment,2404.33,BWP,2023-10-23
f535caa1-7479-4bec-974a-b1077f6b9617,ac10a2ec-3538-4bab-a5fb-39cb8b83eb7e,Purchase,176.47,MZN,2023-04-13
df16c48a-e29f-41bf-aa95-636cf44714f3,e0074be7-312c-4cbd-84f6-84dd899d7d0f,Sale,8803.46,MGA,2024-09-10
04569501-b0e2-4b60-9be1-047ab7ba20d3,a0e464e5-8f6e-410e-abc5-d1ce84c32871,Deposit,54.05,ZMW,2024-04-27
3dd073a8-b086-4052-841c-6e3839c1f7af,0764e04d-7d11-4deb-a8df-848b22b3013a,Withdrawal,6761.69,AUD,2024-04-21
a42cd0cb-1815-4a63-8fe6-c2d9574835a8,287ec1e2-a0e0-44e7-b6d5-16ac87cca789,Withdrawal,9675.87,MKD,2023-07-16
62b1ab5f-17c1-41c5-92a1-9121e860d8cf,86dbaba6-8ec0-4b9a-9550-098d68707c8c,Deposit,935.51,LYD,2024-09-11
f2f77bcd-80cb-42ab-8a98-47aa1f445a02,6d326c71-3331-4f1c-89ab-76b17bb07de0,Withdrawal,1408.64,UYU,2024-04-14
9ccbcefd-23d9-448c-8848-9779243f255e,20897cfb-aa61-4667-a81c-7e24bd3477d8,Withdrawal,7738.92,MUR,2024-07-24
efc434cb-bc33-445a-82c2-b612b1a05399,3da4da27-f02f-469a-b856-5322f09ee884,Dividend Reinvestment,2266.91,FKP,2022-12-19
bbb1c86f-9648-4120-a89b-4d9441cb748e,1bff1b8f-b45a-4d3b-8693-b0e4d5168e18,Transfer,8038.11,LBP,2023-10-21
51105d10-3524-473c-83c5-cc11575e7127,92719588-7e33-4705-a8a3-bc4ba884755f,Transfer,3884.22,PYG,2024-04-14
34860b3f-a6a3-4206-8d93-4a367715e8ec,86dbaba6-8ec0-4b9a-9550-098d68707c8c,Dividend Reinvestment,5127.15,MYR,2023-07-15
31424569-9e40-4296-9fc4-5e22c418fd60,14f0444d-1c8c-4683-b6d9-343eda972fee,Purchase,4308.26,GGP,2023-09-25
18efae52-b373-4791-935a-4d403ef57a12,d1ba56ba-e8c8-4595-8a0b-71986d8e6bf1,Sale,1129.83,HKD,2023-05-12
