account_id,customer_id,account_type,risk_profile,opening_date
be61a9d9-15ad-4f96-8c0c-2be0118d547c,1d4fe686-946f-4240-b8fd-a53caa2a896d,Joint,High Risk,2023-01-01
87833141-f622-4b2d-834b-93b23d03434c,1d4fe686-946f-4240-b8fd-a53caa2a896d,Joint,Conservative,2022-08-28
61bada07-8a5d-41e1-b5b6-42328c545b22,1d4fe686-946f-4240-b8fd-a53caa2a896d,Investment,Balanced,2020-08-10
2e752313-e0c3-4124-a83d-669dd4221c1c,13dda934-52d1-440b-b252-00bbf7f39a1f,Retirement,Balanced,2021-11-13
c072fd1e-cb09-4486-819e-3bd35a98306a,13dda934-52d1-440b-b252-00bbf7f39a1f,Checking,Medium Risk,2020-01-15
91de5f0c-f305-459e-9226-aa0698956a84,13dda934-52d1-440b-b252-00bbf7f39a1f,Joint,Aggressive,2024-01-21
928c3958-e2ad-4477-a85f-90ea9aca98e0,2a016a55-d61d-49fb-87be-e92893563239,Checking,Balanced,2024-07-02
8e11762b-15dc-4cc9-9e2f-084feb8827bf,2a016a55-d61d-49fb-87be-e92893563239,Investment,Balanced,2021-08-28
36434e98-5e3f-40d3-a0c4-bcf7f0d1629e,2a016a55-d61d-49fb-87be-e92893563239,Investment,Low Risk,2021-09-27
74a808d5-ccff-4ce6-8ea8-cba759142adc,ba111c30-ed6a-4009-8d58-470df26f9c77,Retirement,Balanced,2021-10-23
3e9e0a75-d0b3-47da-aaf0-5fadb85cc157,ba111c30-ed6a-4009-8d58-470df26f9c77,Business,Medium Risk,2021-10-11
307dac10-ad77-44fb-ad9e-8628ba42a9b6,c6fb1157-19a8-4c2d-a629-3253e3a5956e,Retirement,Conservative,2022-07-02
c7833747-02a4-4d4a-857b-039a2e0fa47b,022aef47-14c9-473d-8f0d-3a69549f544b,Joint,Medium Risk,2024-08-08
523985f7-84f5-4b90-ab87-897cadc6fd93,022aef47-14c9-473d-8f0d-3a69549f544b,Retirement,High Risk,2021-07-14
a47afa05-0b33-4e14-9572-5de64ad6e5d6,022aef47-14c9-473d-8f0d-3a69549f544b,Savings,High Risk,2023-06-27
189587d3-b832-477a-95ae-362dfcfac79b,e33a4e5d-3d27-470a-8e18-1bf82ad9388b,Checking,Aggressive,2023-01-25
648109e6-ff77-4845-ae36-27ba7d65feee,e33a4e5d-3d27-470a-8e18-1bf82ad9388b,Business,Balanced,2021-04-20
0764e04d-7d11-4deb-a8df-848b22b3013a,2fed7792-70b2-4da1-aa6e-18f479928d48,Joint,Aggressive,2021-07-31
1756ffe3-3c2b-4a9c-b0d8-d6e4f771a55a,2fed7792-70b2-4da1-aa6e-18f479928d48,Savings,Balanced,2021-02-20
5d09692c-c6cd-40ab-8263-fc6876b0c7ad,99550891-e099-4902-8405-22856b7b47d3,Checking,Balanced,2024-03-21
ab99ef1f-86fc-4cf8-9f39-24c28fb10575,f39204e2-bfa2-4284-a430-013042c7ed25,Business,Medium Risk,2023-10-16
c7ebd640-5589-42f5-b957-02064802f363,8dba0d5b-a3ae-4114-97dc-aa177ba3995d,Savings,High Risk,2024-05-04
1f6fab03-59e0-4bc0-999e-23a5f0537a66,8dba0d5b-a3ae-4114-97dc-aa177ba3995d,Business,Low Risk,2021-11-10
105b0e2e-c9cc-46ce-9037-ab471f39d239,7e0404ac-fc09-4f64-9185-3a9957a7a087,Joint,Low Risk,2023-09-15
14f0444d-1c8c-4683-b6d9-343eda972fee,f5c6741f-840e-4c15-b967-bfe0a1da65cb,Retirement,Low Risk,2023-02-06
fe8e4706-7109-4902-a329-576b3666d147,f5c6741f-840e-4c15-b967-bfe0a1da65cb,Checking,High Risk,2021-09-10
5d41610b-a251-4627-a56d-1b16626bd386,1eb8bdb5-7390-4c50-8181-082b44f555a0,Retirement,High Risk,2020-07-24
cb465dd1-a0dd-479d-9823-5d66105672a1,1eb8bdb5-7390-4c50-8181-082b44f555a0,Savings,Medium Risk,2021-05-27
38c9e758-34ae-4ddb-aba0-a18ea94e74ad,6073b2a1-0764-4b6b-9fe5-0b779c1d904f,Savings,High Risk,2024-06-29
da42108e-560a-4c18-801b-5a8f41622fc9,6073b2a1-0764-4b6b-9fe5-0b779c1d904f,Investment,Medium Risk,2022-09-09
62ced5b1-c0ed-41ef-b8bf-51067378bfff,a2e12241-6bb5-4042-9d3a-186f05e24ef9,Business,High Risk,2021-11-06
796a8012-b98f-447c-96c2-b7316755c080,a2e12241-6bb5-4042-9d3a-186f05e24ef9,Checking,Balanced,2020-09-08
8ebc2801-28ca-49ee-9d4f-a3a3406cc9c1,671c983c-8f44-4bc8-9f4f-7afa59c6cc80,Savings,Balanced,2022-07-04
64aeed91-7cd9-4e94-a160-aa31034dc3cb,671c983c-8f44-4bc8-9f4f-7afa59c6cc80,Savings,Medium Risk,2020-02-10
6a317e1c-ac69-465c-919d-f54da8daccb9,56455905-8ce3-410e-9c71-5c37873f9a82,Investment,Conservative,2022-06-06
d041d8e0-9de1-4eb1-ade6-ae5fa2922a7f,56455905-8ce3-410e-9c71-5c37873f9a82,Savings,High Risk,2021-07-21
023427d7-3df4-4e73-b0c9-6fe4d2be37f9,05b4e8b5-e3cc-4ded-bb91-54e60f2fab38,Savings,Medium Risk,2022-09-28
8479e800-1c12-430d-a9a0-038d6db18b3d,05b4e8b5-e3cc-4ded-bb91-54e60f2fab38,Joint,Aggressive,2023-02-12
b59fad10-9096-40da-a39c-91c2a09decc1,05b4e8b5-e3cc-4ded-bb91-54e60f2fab38,Retirement,Low Risk,2024-02-16
de1db7d9-f870-41d3-ad4e-8719a06a705d,d34b329f-f117-4034-aabf-bcf817c933ad,Checking,Low Risk,2021-03-27
149d7237-ff38-4589-a701-98c4bf5e450b,0c76a2af-e255-4478-91ad-cfa8c07133df,Savings,Medium Risk,2020-08-17
09a63707-4ebe-43c0-9c9c-1496d9561efb,c911d031-0f30-4f2c-a8f3-fa5bf0563807,Business,High Risk,2021-02-16
d57eade6-21ee-45b1-a895-de892b07272d,c911d031-0f30-4f2c-a8f3-fa5bf0563807,Savings,Aggressive,2022-11-23
920fd067-eb64-420a-b7fe-e7a2d48beaf7,c911d031-0f30-4f2c-a8f3-fa5bf0563807,Business,Balanced,2022-02-23
88d78575-8a9b-42f4-9be9-a0f6ad9cd288,85c35ccc-ac19-4c93-9552-fd2c1d56b4ce,Investment,Medium Risk,2023-07-26
9441daa9-6363-4705-ae22-3715ec5392fe,85c35ccc-ac19-4c93-9552-fd2c1d56b4ce,Business,Medium Risk,2022-05-22
cb4f76c1-aaba-4d13-b720-fc6be47b9580,85c35ccc-ac19-4c93-9552-fd2c1d56b4ce,Checking,Low Risk,2021-12-10
4fc58833-ae1a-4cc0-8783-a24beed9971e,ea5ae8f7-0b23-46e9-89c0-aecf81579f85,Investment,Aggressive,2021-12-06
55ea3950-3098-4a8f-a8a9-81fe426167c7,ea5ae8f7-0b23-46e9-89c0-aecf81579f85,Business,High Risk,2021-03-14
31e3c3df-712a-4892-8abf-01d4f4b42ff5,97802eaf-6429-46ed-9990-beede8502db4,Investment,Conservative,2020-01-31
60f1c1d8-4b69-4693-a1d9-8566d6e873f8,97802eaf-6429-46ed-9990-beede8502db4,Business,Aggressive,2023-01-23
1f154e6d-ea67-45c3-9e6f-6081eceaaa68,97802eaf-6429-46ed-9990-beede8502db4,Savings,High Risk,2022-07-25
98aca040-2415-46d9-88e6-46e2e43d2973,780f9a0d-9c7e-4779-8361-01fac504c1e7,Retirement,Medium Risk,2022-12-28
db3d78d5-8f5d-49d7-8f88-e89ae1b454e0,01460972-f402-4296-a0b8-3d22cf94ce36,Retirement,High Risk,2023-06-25
8cdd6fc6-a1d7-4600-8992-59419744557d,01460972-f402-4296-a0b8-3d22cf94ce36,Investment,Low Risk,2024-04-20
40570a6d-601f-491a-99f7-b24e51ccb1e6,01460972-f402-4296-a0b8-3d22cf94ce36,Retirement,Conservative,2023-08-20
36ce59f3-b7ef-49fb-b9e7-ea84cfec835d,713c10be-6a80-4ff3-9e81-bd859e0123d8,Business,Balanced,2020-07-12
98128212-e743-4492-b64e-2722775558ad,6a2f56c6-c8c2-47d4-a5f6-b56496c557b7,Joint,Balanced,2023-04-02
762fc79b-f456-44cd-9d5f-ec5621edfb88,6a2f56c6-c8c2-47d4-a5f6-b56496c557b7,Business,Low Risk,2021-03-07
7dd7ba73-bfcc-45fd-ba68-962ee10060f9,7942249b-c248-43c9-b70f-7be6e92dfe10,Business,Low Risk,2023-09-07
e0074be7-312c-4cbd-84f6-84dd899d7d0f,a74c190c-4317-4c9e-a43b-1705f4177e17,Investment,High Risk,2024-09-03
c98b2909-763c-4a21-bab6-2a89bcb12693,a74c190c-4317-4c9e-a43b-1705f4177e17,Retirement,Conservative,2022-02-16
748bfb0a-cd59-4d5f-b522-c66d20c2f625,a74c190c-4317-4c9e-a43b-1705f4177e17,Business,Conservative,2024-06-19
18328952-3ec1-46d1-b262-7cb5a78ae768,6e87594f-0049-4c8a-9879-a6625782e3ee,Savings,Balanced,2023-09-23
ea33127d-e861-4169-9e16-7860b36e02e4,6e87594f-0049-4c8a-9879-a6625782e3ee,Retirement,Low Risk,2021-09-26
420764ae-ec9e-4404-baa9-f313d58122d6,6e87594f-0049-4c8a-9879-a6625782e3ee,Savings,Medium Risk,2022-04-03
1712203f-9156-468c-b09b-e199aa999758,6525b6db-5060-47ab-b345-e874145bb534,Business,Low Risk,2021-09-26
ab9e36bc-3375-45c3-8e1a-cc9fc616f4b7,223a3e6f-7b90-4fb4-9eba-ee37ff1e43ea,Business,High Risk,2024-08-11
e903c5c1-ff1a-48ac-876a-2f49f7a87295,223a3e6f-7b90-4fb4-9eba-ee37ff1e43ea,Checking,Low Risk,2023-03-09
b1218406-6c1b-4db3-8ee5-b29deda6afb1,65b34bd0-e55c-42e4-bbfc-0d99b63aab5f,Business,Balanced,2021-04-26
7e9451b7-531d-4438-87f2-e53bf915f4ba,65b34bd0-e55c-42e4-bbfc-0d99b63aab5f,Checking,Low Risk,2023-11-11
a2cbe5c0-2e6e-425e-81bd-c61413f48417,497d7936-ead7-455c-88bc-fd76ea0e2158,Investment,Aggressive,2023-10-24
5ba351d8-f728-4ce7-a4a9-f02e25817f9b,497d7936-ead7-455c-88bc-fd76ea0e2158,Checking,Low Risk,2023-09-29
09ffbb3b-ccab-42cc-8b71-c2498a695f7c,12383d3a-26eb-4c23-835f-383f46bb31bf,Checking,Aggressive,2022-07-08
0751cf98-fabb-44a1-ba71-b5ff3e42f2b4,12383d3a-26eb-4c23-835f-383f46bb31bf,Savings,Low Risk,2022-11-09
12e2b41e-de1d-4561-b406-9c179ddb71af,3e4c410b-3021-414c-a92d-4a151eb77972,Joint,Aggressive,2022-04-12
474e962f-44d2-480b-be3a-a361c862c874,3e4c410b-3021-414c-a92d-4a151eb77972,Joint,High Risk,2020-03-06
8816e310-43bb-4f8e-96b6-9e0ddccd3b86,3e4c410b-3021-414c-a92d-4a151eb77972,Retirement,Medium Risk,2020-02-25
67ed4caa-aa07-4d02-9804-e52090a4d698,1cc956f0-4602-4f88-b3af-0aa1ed5fee01,Investment,Low Risk,2023-12-08
e24d0f7a-78ab-43c8-a833-96ba7e25cade,1cc956f0-4602-4f88-b3af-0aa1ed5fee01,Checking,Low Risk,2022-09-21
0e07e1d3-afb5-4f35-a5ea-af81b0fa0809,1cc956f0-4602-4f88-b3af-0aa1ed5fee01,Business,Medium Risk,2020-07-31
6882ce01-a8c3-4168-9563-a5c8e4c81e7b,e425d108-be2a-4f63-b7e9-3095e911cbeb,Savings,Balanced,2023-05-26
d117245e-5568-457d-a7ef-ce853cde4c47,7508b09b-cd75-4cb2-926f-78787cfca14f,Business,High Risk,2024-09-13
a1508187-da4e-483a-a39a-35c3bcc4e16c,8efee941-1a8b-4c97-b627-9ad5305a083b,Investment,Low Risk,2022-09-01
5dc200f8-107b-4dde-af14-0f935ec30dae,8efee941-1a8b-4c97-b627-9ad5305a083b,Savings,Aggressive,2024-07-18
15e62dae-51e8-4ad7-89c0-30526016569e,8efee941-1a8b-4c97-b627-9ad5305a083b,Checking,Balanced,2024-01-24
5708a92c-8157-4b74-ba68-3fbb6d22e56d,855484b0-4f50-4c31-aced-f72b1caedd02,Savings,Aggressive,2022-01-27
720f201c-db09-42b8-8437-863e3f10dade,855484b0-4f50-4c31-aced-f72b1caedd02,Investment,Low Risk,2021-01-04
dba09d02-e9de-4d9b-9c62-a1692ecc57a9,3ebc099a-82f1-4459-8600-da8e1855f4f8,Checking,High Risk,2021-03-08
f526eb29-dda4-494c-b2d8-06ad64a77b65,3ebc099a-82f1-4459-8600-da8e1855f4f8,Retirement,Conservative,2022-04-07
a0e2b68a-65c3-4d4d-bc43-2ffa58e3c5ee,3ebc099a-82f1-4459-8600-da8e1855f4f8,Joint,High Risk,2024-12-06
4533ac11-255c-4fce-ae2b-395a80fe88ee,60721188-5ead-4600-b041-116c6f9d76dd,Checking,Aggressive,2020-09-30
23929ef3-d09f-4c5a-9e82-48b13a760012,60721188-5ead-4600-b041-116c6f9d76dd,Joint,Low Risk,2023-06-27
ef53d60e-6b4d-49ee-82f6-143914bf6165,60721188-5ead-4600-b041-116c6f9d76dd,Investment,Aggressive,2024-07-05
a578a07b-81a9-47b4-ba32-0aa386c67661,8b87ac0f-bde5-4fec-a52d-86d100cbd294,Retirement,Low Risk,2021-01-29
1a9cf194-6867-4862-9e60-349f41fda675,8b87ac0f-bde5-4fec-a52d-86d100cbd294,Joint,Aggressive,2022-05-17
0ff042a3-9a83-47fe-a2ce-8d8c1ba2d538,8b87ac0f-bde5-4fec-a52d-86d100cbd294,Checking,Conservative,2023-04-06
e5394b49-bbc0-44f7-a531-b3374c093539,019e7ad0-1b14-44c4-b570-874eba91e6dc,Business,Balanced,2022-12-23
e4537de7-cc2c-4ab5-936f-be0cfd38db58,d9f9882f-7718-4f7f-b8b8-8d9d6ad9e95c,Joint,Aggressive,2024-09-05
5ff38bf9-08f7-4f62-83b6-7c10d5083ef3,75c34bc8-4cc7-47ad-82ba-7a12a4d51675,Checking,High Risk,2024-10-07
db60e9b7-5aab-4bac-9ab3-2a05ff42d45e,a3637e47-ecb8-456c-ba4a-5d659888de08,Checking,Conservative,2020-02-01
6d326c71-3331-4f1c-89ab-76b17bb07de0,a3637e47-ecb8-456c-ba4a-5d659888de08,Business,Medium Risk,2020-01-18
979f06ac-9f89-46e6-a2e7-121e486ea1b8,a3637e47-ecb8-456c-ba4a-5d659888de08,Business,Medium Risk,2022-01-03
56214efc-7c35-45cc-9146-bd5d8ba3c4a8,5d5fde96-1b53-4055-b8a9-fe2aaacf4627,Joint,High Risk,2023-12-18
1a84f6dd-97b0-474d-8603-2e2d9fe410e3,11467ffd-f697-469b-89b0-e83cfe9633f2,Savings,Medium Risk,2020-02-14
d2d4bf6f-4f39-4abe-98be-3cf624e775e5,11467ffd-f697-469b-89b0-e83cfe9633f2,Joint,Balanced,2022-05-28
681f1a2e-845d-4efe-ae0a-e380dfb213c1,11467ffd-f697-469b-89b0-e83cfe9633f2,Savings,High Risk,2023-06-05
c1758237-0d52-49ec-84f9-0d4f92999cdb,21120bcf-c75f-4296-a0de-70720af1fbbc,Savings,Conservative,2020-04-29
901df9ca-a3e8-4a90-bf7f-47bcf9161c9c,21120bcf-c75f-4296-a0de-70720af1fbbc,Joint,Medium Risk,2022-08-19
5a0e1a1e-54f6-4e21-be56-c74dc25b56d4,e1f15671-0bd9-4ff8-b016-2e1f3c83b971,Business,Conservative,2020-08-23
36b142f3-f12a-414e-8bd5-5277d87ac805,1059e262-86d8-4688-909b-852f1b1f319d,Checking,Medium Risk,2023-07-10
75935492-0365-4d88-bf6c-f41fd53f0966,1059e262-86d8-4688-909b-852f1b1f319d,Savings,Conservative,2023-12-24
3502ea28-80f2-4688-82cb-d78bff4339cc,1059e262-86d8-4688-909b-852f1b1f319d,Investment,High Risk,2023-11-04
83b69793-1dbb-4c24-8216-2b27b3a04318,1ba87737-4e56-4451-9e86-6defc8929e27,Investment,Balanced,2021-04-22
5079cd5f-4385-4214-b4b5-cdd9d013cd90,1ba87737-4e56-4451-9e86-6defc8929e27,Savings,Medium Risk,2019-12-25
ee75b0e2-6539-40f8-91be-24f0e52f1405,1ba87737-4e56-4451-9e86-6defc8929e27,Investment,Balanced,2022-02-01
6b1a8ad2-a5f0-43ff-8080-7e4a42c0d7be,f0c367d7-dae6-47b6-9969-0d7a8c473af0,Checking,Medium Risk,2021-01-11
88d8fbf3-0e76-45e7-94d5-fd6e979390ff,f0c367d7-dae6-47b6-9969-0d7a8c473af0,Savings,Medium Risk,2022-10-26
8e117bc5-d1e4-400c-85a5-95c39b689e04,dd8f38c5-105a-4c52-80ae-649c4bd3ecca,Business,Aggressive,2021-11-02
a09ca83c-1174-46f9-af34-e381a1393e86,dd8f38c5-105a-4c52-80ae-649c4bd3ecca,Savings,Conservative,2022-06-13
e7fe0429-5b22-4e1a-868d-359d31064818,87c12899-df63-453a-89a8-10b26c96d6d6,Investment,Medium Risk,2023-06-06
2ab942d4-5466-4bb5-90f4-e04ca5a7bc6a,87c12899-df63-453a-89a8-10b26c96d6d6,Joint,Low Risk,2024-02-04
9534023a-de25-4f30-91ba-89681597a3e7,c86b8cf3-9036-41e9-a024-26f7f44241bf,Joint,Balanced,2023-08-21
4a1b774a-bcb8-4c8a-ab33-58eafef74403,c86b8cf3-9036-41e9-a024-26f7f44241bf,Business,Balanced,2022-03-29
0a6c578b-226f-4ed8-9a8b-306ea6afe3b3,c86b8cf3-9036-41e9-a024-26f7f44241bf,Checking,Medium Risk,2023-01-09
06525bfe-9564-4d68-8805-f927e2acc766,4bdf8ad8-9581-4ecb-bbd6-bce49abd1c34,Investment,Balanced,2024-05-23
8f46dc02-78b7-4492-81fb-db5eb437a619,47051eaf-db1d-4891-af18-7b56c1b6aebf,Joint,Medium Risk,2022-02-14
ffd036f5-e06c-4e09-add0-2907cb585774,a4bd09f6-069a-4507-8b26-f778809484cd,Business,Aggressive,2020-05-08
a49f5402-f05c-4a83-9127-aa12c33e1110,a4bd09f6-069a-4507-8b26-f778809484cd,Retirement,Medium Risk,2023-09-04
c1ec69e4-b9ad-43af-ad93-098aa5a10a65,a4bd09f6-069a-4507-8b26-f778809484cd,Retirement,Low Risk,2024-10-07
ba9922cf-ca26-4c2d-b479-ed3fec1306ce,422149b0-419f-44e3-88d9-fe1889b22c2d,Savings,High Risk,2020-04-02
929a3f12-4322-4a7f-b8f3-2285c83cc11d,422149b0-419f-44e3-88d9-fe1889b22c2d,Joint,Balanced,2024-06-03
f76c2622-ffef-4c70-887f-e4135f1c6cda,422149b0-419f-44e3-88d9-fe1889b22c2d,Investment,Conservative,2021-06-06
654eeaa4-7c99-4665-a721-cb40e6fb9033,400f5ef3-bc00-4356-9bec-7e04a0b1d668,Investment,Aggressive,2024-07-22
61c5a36e-35f8-4fc4-ac03-01ee2185c769,c230766f-464d-4dc3-866a-b59e2802fd76,Business,High Risk,2022-03-31
caca3cc9-7d0f-40f4-a1be-0d04a14889cb,c230766f-464d-4dc3-866a-b59e2802fd76,Business,High Risk,2021-04-08
c5fd2737-baee-487c-ba44-874e42ee22f6,3152b438-0313-4ff4-a454-f7a905fdd884,Investment,Conservative,2023-03-22
4c7ef4db-2606-494e-bbac-7712d7055f8e,7955ed98-cfa3-43ec-81f1-2545cf5e2977,Joint,High Risk,2024-09-02
77384915-955a-4a20-bf73-d0258f71be7f,2727ba4c-1738-4607-88a4-10c1c20a4ad3,Savings,Conservative,2023-09-02
25482bc8-d3df-4aea-bcd7-62a11d3062e1,ab577f2b-2be3-48b6-bd8a-afd46b47d774,Investment,High Risk,2020-05-29
df893924-f4ad-4e07-9975-0a73d27fe817,ab577f2b-2be3-48b6-bd8a-afd46b47d774,Checking,Aggressive,2024-03-17
14b3bfff-7d15-4411-9ac6-08747f4b1c1c,f6144c01-6b47-47d1-b47e-6ac93483eb3b,Joint,Aggressive,2020-06-20
0c18e276-b8bf-41e4-96f0-66a3694d19bf,06d042f4-5e6c-4c7b-802d-cd82abadcb9f,Investment,Medium Risk,2022-01-13
315620b8-d06a-413c-99ed-a6201afc4bf9,06d042f4-5e6c-4c7b-802d-cd82abadcb9f,Retirement,Balanced,2022-06-01
6d6911fb-d0d6-4836-a4be-e7e105c80f81,06d042f4-5e6c-4c7b-802d-cd82abadcb9f,Retirement,Medium Risk,2024-07-27
49b3cb8b-b60f-4ec3-96a1-7b17e183bc27,bb700804-d654-437b-b806-7895db06b5e7,Retirement,Medium Risk,2021-08-13
5a3e8ebd-aec2-4d52-b83b-3b4ee1617e6e,bb700804-d654-437b-b806-7895db06b5e7,Retirement,Balanced,2024-09-29
c44b09f9-5d6e-470a-ac5b-1f8b8fee20ec,3522a8b9-c683-415d-91e8-0552664b51df,Retirement,Medium Risk,2024-04-13
b91ebfbe-2d0b-4907-ab58-abcf5d60dd67,b8be4990-9e26-4702-9862-f488dc08456e,Business,High Risk,2020-06-05
153d6351-c350-4215-92ba-617f185131d2,b8be4990-9e26-4702-9862-f488dc08456e,Joint,Balanced,2023-02-21
49d87f7a-190f-4a64-8271-38bbea131a92,b8be4990-9e26-4702-9862-f488dc08456e,Joint,Low Risk,2021-09-26
f536f249-bf0d-4164-a2b4-c50aab20391a,205f319c-db9e-4f8f-8cd7-224df7256eb2,Business,Low Risk,2021-06-15
1cefb766-79c9-4ebf-b32a-eeb18638d802,3889e0ad-39fb-449f-bfdf-c20d96f1c2e0,Joint,Medium Risk,2024-05-24
116c4a68-611d-42a6-987b-226de89dbf7c,3889e0ad-39fb-449f-bfdf-c20d96f1c2e0,Joint,Conservative,2021-11-23
bff95197-91e1-4845-931f-028da4605f7b,5dce4770-6752-428b-add3-8dfb9c2f057b,Savings,Conservative,2020-11-18
2d392c27-2797-420c-a67d-2cf820f662a7,78d467ed-19f1-43c8-a0e9-740fec40c36d,Business,Balanced,2022-07-08
0aebcaad-a774-446c-98d0-cff165bb7e65,78d467ed-19f1-43c8-a0e9-740fec40c36d,Joint,Medium Risk,2023-04-23
037a5604-a50b-4cae-85cf-90963f46aee1,78d467ed-19f1-43c8-a0e9-740fec40c36d,Retirement,Medium Risk,2021-06-28
aa5f3d4d-b595-416d-b246-eb41e75cc85f,d7940d8a-b58d-45b2-bb51-cbaa8b843f33,Joint,Aggressive,2022-08-21
9d27063a-0887-4980-9016-40fc3ed526d2,d7940d8a-b58d-45b2-bb51-cbaa8b843f33,Retirement,Conservative,2020-01-15
4f5f2c4e-ea82-4f76-b143-dfac6be4e1e5,e4888745-07bc-450c-8161-63210d071091,Joint,Balanced,2021-08-26
